gene_id	sample_id	corrected_count
GENE_00174	Treatment_Batch2_Rep1	176.513296
GENE_00174	Treatment_Batch2_Rep4	145.910718
GENE_00174	Treatment_Batch3_Rep3	166.838924
GENE_00174	Treatment_Batch3_Rep6	177.084416
GENE_00175	Control_Batch1_Rep1	246.656378
GENE_00175	Control_Batch1_Rep4	275.534218
GENE_00175	Control_Batch2_Rep3	234.146287
GENE_00175	Control_Batch2_Rep6	227.156853
GENE_00175	Control_Batch3_Rep2	242.191207
GENE_00175	Control_Batch3_Rep5	240.107537
GENE_00175	Treatment_Batch1_Rep2	151.981874
GENE_00175	Treatment_Batch1_Rep5	144.446337
GENE_00175	Treatment_Batch2_Rep1	123.754709
GENE_00175	Treatment_Batch2_Rep4	115.566454
GENE_00175	Treatment_Batch3_Rep3	165.294118
GENE_00175	Treatment_Batch3_Rep6	135.508074
GENE_00176	Control_Batch1_Rep1	75.200115
GENE_00176	Control_Batch1_Rep4	77.431149
GENE_00176	Control_Batch2_Rep3	75.306509
GENE_00176	Control_Batch2_Rep6	79.122050
GENE_00176	Control_Batch3_Rep2	86.710432
GENE_00176	Control_Batch3_Rep5	83.515665
GENE_00176	Treatment_Batch1_Rep2	82.152364
GENE_00176	Treatment_Batch1_Rep5	80.930927
GENE_00176	Treatment_Batch2_Rep1	63.831377
GENE_00176	Treatment_Batch2_Rep4	65.207888
GENE_00176	Treatment_Batch3_Rep3	95.777900
GENE_00176	Treatment_Batch3_Rep6	83.152683
GENE_00177	Control_Batch1_Rep1	10.026682
GENE_00177	Control_Batch1_Rep4	15.083990
GENE_00177	Control_Batch2_Rep3	17.719179
GENE_00177	Control_Batch2_Rep6	11.485459
GENE_00177	Control_Batch3_Rep2	17.940089
GENE_00177	Control_Batch3_Rep5	13.422161
GENE_00177	Treatment_Batch1_Rep2	14.376664
GENE_00177	Treatment_Batch1_Rep5	14.342190
GENE_00177	Treatment_Batch2_Rep1	11.724130
GENE_00177	Treatment_Batch2_Rep4	14.203698
GENE_00177	Treatment_Batch3_Rep3	20.082463
GENE_00177	Treatment_Batch3_Rep6	16.938510
GENE_00178	Control_Batch1_Rep1	5740.275458
GENE_00178	Control_Batch1_Rep4	5815.380966
GENE_00178	Control_Batch2_Rep3	5490.414020
GENE_00178	Control_Batch2_Rep6	5479.840035
GENE_00178	Control_Batch3_Rep2	5986.009816
GENE_00178	Control_Batch3_Rep5	6028.041388
GENE_00178	Treatment_Batch1_Rep2	5980.692120
GENE_00178	Treatment_Batch1_Rep5	5946.886439
GENE_00178	Treatment_Batch2_Rep1	5718.770269
GENE_00178	Treatment_Batch2_Rep4	5704.721718
GENE_00178	Treatment_Batch3_Rep3	6293.534936
GENE_00178	Treatment_Batch3_Rep6	6160.997809
GENE_00179	Control_Batch1_Rep1	311.829811
GENE_00179	Control_Batch1_Rep4	342.909374
GENE_00179	Control_Batch2_Rep3	305.655829
GENE_00179	Control_Batch2_Rep6	335.630631
GENE_00179	Control_Batch3_Rep2	315.446571
GENE_00179	Control_Batch3_Rep5	334.062660
GENE_00179	Treatment_Batch1_Rep2	323.474934
GENE_00179	Treatment_Batch1_Rep5	321.674822
GENE_00179	Treatment_Batch2_Rep1	303.524709
GENE_00179	Treatment_Batch2_Rep4	296.340795
GENE_00179	Treatment_Batch3_Rep3	308.960969
GENE_00179	Treatment_Batch3_Rep6	343.389780
GENE_00180	Control_Batch1_Rep1	121.322852
GENE_00180	Control_Batch1_Rep4	106.593530
GENE_00180	Control_Batch2_Rep3	113.909004
GENE_00180	Control_Batch2_Rep6	98.902562
GENE_00180	Control_Batch3_Rep2	139.035692
GENE_00180	Control_Batch3_Rep5	111.851337
GENE_00180	Treatment_Batch1_Rep2	110.905692
GENE_00180	Treatment_Batch1_Rep5	128.055264
GENE_00180	Treatment_Batch2_Rep1	115.287282
GENE_00180	Treatment_Batch2_Rep4	103.299624
GENE_00180	Treatment_Batch3_Rep3	109.681144
GENE_00180	Treatment_Batch3_Rep6	127.808752
GENE_00181	Control_Batch1_Rep1	13.034687
GENE_00181	Control_Batch1_Rep4	8.044795
GENE_00181	Control_Batch2_Rep3	10.758073
GENE_00181	Control_Batch2_Rep6	3.828487
GENE_00181	Control_Batch3_Rep2	5.980029
GENE_00181	Control_Batch3_Rep5	11.930810
GENE_00181	Treatment_Batch1_Rep2	2.053809
GENE_00181	Treatment_Batch1_Rep5	3.073326
GENE_00181	Treatment_Batch2_Rep1	3.256703
GENE_00181	Treatment_Batch2_Rep4	4.519359
GENE_00181	Treatment_Batch3_Rep3	1.544805
GENE_00181	Treatment_Batch3_Rep6	3.079729
GENE_00182	Control_Batch1_Rep1	1034.753585
GENE_00182	Control_Batch1_Rep4	1025.711324
GENE_00182	Control_Batch2_Rep3	975.820473
GENE_00182	Control_Batch2_Rep6	968.607030
GENE_00182	Control_Batch3_Rep2	1094.345451
GENE_00182	Control_Batch3_Rep5	1079.738240
GENE_00182	Treatment_Batch1_Rep2	2094.885289
GENE_00182	Treatment_Batch1_Rep5	2003.808764
GENE_00182	Treatment_Batch2_Rep1	1988.542783
GENE_00182	Treatment_Batch2_Rep4	1951.071643
GENE_00182	Treatment_Batch3_Rep3	2110.203417
GENE_00182	Treatment_Batch3_Rep6	2185.067706
GENE_00183	Control_Batch1_Rep1	140.373548
GENE_00183	Control_Batch1_Rep4	124.694318
GENE_00183	Control_Batch2_Rep3	126.565561
GENE_00183	Control_Batch2_Rep6	130.168534
GENE_00183	Control_Batch3_Rep2	143.520715
GENE_00183	Control_Batch3_Rep5	131.238903
GENE_00183	Treatment_Batch1_Rep2	71.883319
GENE_00183	Treatment_Batch1_Rep5	67.613179
GENE_00183	Treatment_Batch2_Rep1	76.858188
GENE_00183	Treatment_Batch2_Rep4	83.285322
GENE_00183	Treatment_Batch3_Rep3	75.695438
GENE_00183	Treatment_Batch3_Rep6	76.993224
GENE_00184	Control_Batch1_Rep1	1642.370515
GENE_00184	Control_Batch1_Rep4	1634.098923
GENE_00184	Control_Batch2_Rep3	1580.171025
GENE_00184	Control_Batch2_Rep6	1556.917755
GENE_00184	Control_Batch3_Rep2	1680.388370
GENE_00184	Control_Batch3_Rep5	1667.330597
GENE_00184	Treatment_Batch1_Rep2	3423.699782
GENE_00184	Treatment_Batch1_Rep5	3342.754600
GENE_00184	Treatment_Batch2_Rep1	3196.128213
GENE_00184	Treatment_Batch2_Rep4	3142.245429
GENE_00184	Treatment_Batch3_Rep3	3537.603093
GENE_00184	Treatment_Batch3_Rep6	3446.216720
GENE_00185	Control_Batch1_Rep1	37.098723
GENE_00185	Control_Batch1_Rep4	19.106387
GENE_00185	Control_Batch2_Rep3	29.742907
GENE_00185	Control_Batch2_Rep6	21.694756
GENE_00185	Control_Batch3_Rep2	23.920119
GENE_00185	Control_Batch3_Rep5	34.301077
GENE_00185	Treatment_Batch1_Rep2	6.161427
GENE_00185	Treatment_Batch1_Rep5	12.293305
GENE_00185	Treatment_Batch2_Rep1	11.072790
GENE_00185	Treatment_Batch2_Rep4	18.723057
GENE_00185	Treatment_Batch3_Rep3	12.358439
GENE_00185	Treatment_Batch3_Rep6	10.779051
GENE_00186	Control_Batch1_Rep1	152.405567
GENE_00186	Control_Batch1_Rep4	149.834301
GENE_00186	Control_Batch2_Rep3	136.690805
GENE_00186	Control_Batch2_Rep6	132.720858
GENE_00186	Control_Batch3_Rep2	142.025708
GENE_00186	Control_Batch3_Rep5	152.117819
GENE_00186	Treatment_Batch1_Rep2	143.766638
GENE_00186	Treatment_Batch1_Rep5	134.201916
GENE_00186	Treatment_Batch2_Rep1	151.762355
GENE_00186	Treatment_Batch2_Rep4	150.430077
GENE_00186	Treatment_Batch3_Rep3	137.487631
GENE_00186	Treatment_Batch3_Rep6	141.667533
GENE_00187	Control_Batch1_Rep1	465.238046
GENE_00187	Control_Batch1_Rep4	440.452510
GENE_00187	Control_Batch2_Rep3	433.487045
GENE_00187	Control_Batch2_Rep6	448.570976
GENE_00187	Control_Batch3_Rep2	511.292547
GENE_00187	Control_Batch3_Rep5	510.042097
GENE_00187	Treatment_Batch1_Rep2	535.017272
GENE_00187	Treatment_Batch1_Rep5	537.832107
GENE_00187	Treatment_Batch2_Rep1	445.516955
GENE_00187	Treatment_Batch2_Rep4	457.100835
GENE_00187	Treatment_Batch3_Rep3	548.405720
GENE_00187	Treatment_Batch3_Rep6	451.180295
GENE_00188	Control_Batch1_Rep1	477.270064
GENE_00188	Control_Batch1_Rep4	500.788470
GENE_00188	Control_Batch2_Rep3	460.065813
GENE_00188	Control_Batch2_Rep6	466.437245
GENE_00188	Control_Batch3_Rep2	557.637778
GENE_00188	Control_Batch3_Rep5	520.481555
GENE_00188	Treatment_Batch1_Rep2	511.398468
GENE_00188	Treatment_Batch1_Rep5	556.272065
GENE_00188	Treatment_Batch2_Rep1	487.202752
GENE_00188	Treatment_Batch2_Rep4	497.129439
GENE_00188	Treatment_Batch3_Rep3	565.398573
GENE_00188	Treatment_Batch3_Rep6	578.989047
GENE_00189	Control_Batch1_Rep1	926.465419
GENE_00189	Control_Batch1_Rep4	853.753837
GENE_00189	Control_Batch2_Rep3	858.114501
GENE_00189	Control_Batch2_Rep6	870.980629
GENE_00189	Control_Batch3_Rep2	949.329729
GENE_00189	Control_Batch3_Rep5	938.059879
GENE_00189	Treatment_Batch1_Rep2	913.945053
GENE_00189	Treatment_Batch1_Rep5	874.873561
GENE_00189	Treatment_Batch2_Rep1	823.945830
GENE_00189	Treatment_Batch2_Rep4	856.741254
GENE_00189	Treatment_Batch3_Rep3	889.807590
GENE_00189	Treatment_Batch3_Rep6	950.096388
GENE_00190	Control_Batch1_Rep1	281.749765
GENE_00190	Control_Batch1_Rep4	292.629407
GENE_00190	Control_Batch2_Rep3	298.694723
GENE_00190	Control_Batch2_Rep6	292.879200
GENE_00190	Control_Batch3_Rep2	363.286810
GENE_00190	Control_Batch3_Rep5	335.554011
GENE_00190	Treatment_Batch1_Rep2	319.367316
GENE_00190	Treatment_Batch1_Rep5	319.625938
GENE_00190	Treatment_Batch2_Rep1	306.781412
GENE_00190	Treatment_Batch2_Rep4	301.505777
GENE_00190	Treatment_Batch3_Rep3	324.409017
GENE_00190	Treatment_Batch3_Rep6	329.531000
GENE_00191	Control_Batch1_Rep1	412.096631
GENE_00191	Control_Batch1_Rep4	421.346122
GENE_00191	Control_Batch2_Rep3	398.681516
GENE_00191	Control_Batch2_Rep6	393.057925
GENE_00191	Control_Batch3_Rep2	399.166988
GENE_00191	Control_Batch3_Rep5	466.792913
GENE_00191	Treatment_Batch1_Rep2	208.461624
GENE_00191	Treatment_Batch1_Rep5	217.181727
GENE_00191	Treatment_Batch2_Rep1	222.107137
GENE_00191	Treatment_Batch2_Rep4	200.143021
GENE_00191	Treatment_Batch3_Rep3	244.079165
GENE_00191	Treatment_Batch3_Rep6	263.316828
GENE_00192	Control_Batch1_Rep1	117.312180
GENE_00192	Control_Batch1_Rep4	115.643924
GENE_00192	Control_Batch2_Rep3	91.127203
GENE_00192	Control_Batch2_Rep6	113.578426
GENE_00192	Control_Batch3_Rep2	115.115573
GENE_00192	Control_Batch3_Rep5	105.885932
GENE_00192	Treatment_Batch1_Rep2	232.080429
GENE_00192	Treatment_Batch1_Rep5	225.377264
GENE_00192	Treatment_Batch2_Rep1	224.712499
GENE_00192	Treatment_Batch2_Rep4	231.132908
GENE_00192	Treatment_Batch3_Rep3	261.072019
GENE_00192	Treatment_Batch3_Rep6	267.936420
GENE_00193	Control_Batch1_Rep1	111.296170
GENE_00193	Control_Batch1_Rep4	104.582331
GENE_00193	Control_Batch2_Rep3	103.783760
GENE_00193	Control_Batch2_Rep6	96.350238
GENE_00193	Control_Batch3_Rep2	112.125558
GENE_00193	Control_Batch3_Rep5	95.446474
GENE_00193	Treatment_Batch1_Rep2	53.399037
GENE_00193	Treatment_Batch1_Rep5	61.466527
GENE_00193	Treatment_Batch2_Rep1	51.455905
GENE_00193	Treatment_Batch2_Rep4	52.295435
GENE_00193	Treatment_Batch3_Rep3	55.612975
GENE_00193	Treatment_Batch3_Rep6	72.373630
GENE_00194	Control_Batch1_Rep1	90.240138
GENE_00194	Control_Batch1_Rep4	75.419950
GENE_00194	Control_Batch2_Rep3	78.470648
GENE_00194	Control_Batch2_Rep6	83.588617
GENE_00194	Control_Batch3_Rep2	71.760358
GENE_00194	Control_Batch3_Rep5	74.567558
GENE_00194	Treatment_Batch1_Rep2	163.277824
GENE_00194	Treatment_Batch1_Rep5	174.155158
GENE_00194	Treatment_Batch2_Rep1	151.762355
GENE_00194	Treatment_Batch2_Rep4	142.682605
GENE_00194	Treatment_Batch3_Rep3	169.928533
GENE_00194	Treatment_Batch3_Rep6	187.863467
GENE_00195	Control_Batch1_Rep1	72.192111
GENE_00195	Control_Batch1_Rep4	76.425550
GENE_00195	Control_Batch2_Rep3	72.142369
GENE_00195	Control_Batch2_Rep6	75.931645
GENE_00195	Control_Batch3_Rep2	76.245379
GENE_00195	Control_Batch3_Rep5	68.602153
GENE_00195	Treatment_Batch1_Rep2	37.995468
GENE_00195	Treatment_Batch1_Rep5	45.075453
GENE_00195	Treatment_Batch2_Rep1	47.547862
GENE_00195	Treatment_Batch2_Rep4	33.572378
GENE_00195	Treatment_Batch3_Rep3	55.612975
GENE_00195	Treatment_Batch3_Rep6	41.576341
GENE_00196	Control_Batch1_Rep1	658.753009
GENE_00196	Control_Batch1_Rep4	642.577976
GENE_00196	Control_Batch2_Rep3	618.905591
GENE_00196	Control_Batch2_Rep6	635.528723
GENE_00196	Control_Batch3_Rep2	686.208418
GENE_00196	Control_Batch3_Rep5	672.599374
GENE_00196	Treatment_Batch1_Rep2	672.622483
GENE_00196	Treatment_Batch1_Rep5	656.667391
GENE_00196	Treatment_Batch2_Rep1	609.003439
GENE_00196	Treatment_Batch2_Rep4	612.050271
GENE_00196	Treatment_Batch3_Rep3	710.610228
GENE_00196	Treatment_Batch3_Rep6	680.620103
GENE_00197	Control_Batch1_Rep1	143.381553
GENE_00197	Control_Batch1_Rep4	166.929490
GENE_00197	Control_Batch2_Rep3	144.284739
GENE_00197	Control_Batch2_Rep6	153.139451
GENE_00197	Control_Batch3_Rep2	191.360953
GENE_00197	Control_Batch3_Rep5	168.522681
GENE_00197	Treatment_Batch1_Rep2	194.084961
GENE_00197	Treatment_Batch1_Rep5	179.277369
GENE_00197	Treatment_Batch2_Rep1	171.302572
GENE_00197	Treatment_Batch2_Rep4	160.760039
GENE_00197	Treatment_Batch3_Rep3	157.570094
GENE_00197	Treatment_Batch3_Rep6	157.066178
GENE_00198	Control_Batch1_Rep1	44.117401
GENE_00198	Control_Batch1_Rep4	33.184778
GENE_00198	Control_Batch2_Rep3	39.235324
GENE_00198	Control_Batch2_Rep6	42.751430
GENE_00198	Control_Batch3_Rep2	47.840239
GENE_00198	Control_Batch3_Rep5	32.809726
GENE_00198	Treatment_Batch1_Rep2	50.318323
GENE_00198	Treatment_Batch1_Rep5	32.782147
GENE_00198	Treatment_Batch2_Rep1	29.310326
GENE_00198	Treatment_Batch2_Rep4	31.635510
GENE_00198	Treatment_Batch3_Rep3	49.433755
GENE_00198	Treatment_Batch3_Rep6	50.815528
GENE_00199	Control_Batch1_Rep1	773.057184
GENE_00199	Control_Batch1_Rep4	738.109913
GENE_00199	Control_Batch2_Rep3	695.477756
GENE_00199	Control_Batch2_Rep6	705.717638
GENE_00199	Control_Batch3_Rep2	743.018701
GENE_00199	Control_Batch3_Rep5	845.596107
GENE_00199	Treatment_Batch1_Rep2	705.483428
GENE_00199	Treatment_Batch1_Rep5	735.549434
GENE_00199	Treatment_Batch2_Rep1	721.685360
GENE_00199	Treatment_Batch2_Rep4	722.451743
GENE_00199	Treatment_Batch3_Rep3	786.305666
GENE_00199	Treatment_Batch3_Rep6	774.551837
GENE_00200	Control_Batch1_Rep1	15.040023
GENE_00200	Control_Batch1_Rep4	12.067192
GENE_00200	Control_Batch2_Rep3	13.922212
GENE_00200	Control_Batch2_Rep6	15.952027
GENE_00200	Control_Batch3_Rep2	4.485023
GENE_00200	Control_Batch3_Rep5	16.404863
GENE_00200	Treatment_Batch1_Rep2	11.295950
GENE_00200	Treatment_Batch1_Rep5	12.293305
GENE_00200	Treatment_Batch2_Rep1	13.026811
GENE_00200	Treatment_Batch2_Rep4	11.621207
GENE_00200	Treatment_Batch3_Rep3	13.903243
GENE_00200	Treatment_Batch3_Rep6	10.779051
GENE_00201	Control_Batch1_Rep1	67.178770
GENE_00201	Control_Batch1_Rep4	62.347159
GENE_00201	Control_Batch2_Rep3	54.423192
GENE_00201	Control_Batch2_Rep6	72.103158
GENE_00201	Control_Batch3_Rep2	74.750373
GENE_00201	Control_Batch3_Rep5	67.110803
GENE_00201	Treatment_Batch1_Rep2	36.968564
GENE_00201	Treatment_Batch1_Rep5	38.928800
GENE_00201	Treatment_Batch2_Rep1	27.356304
GENE_00201	Treatment_Batch2_Rep4	32.926755
GENE_00201	Treatment_Batch3_Rep3	35.530511
GENE_00201	Treatment_Batch3_Rep6	33.877018
GENE_00202	Control_Batch1_Rep1	3.008005
GENE_00202	Control_Batch1_Rep4	1.005599
GENE_00202	Control_Batch2_Rep3	0.632828
GENE_00202	Control_Batch2_Rep6	0.000000
GENE_00202	Control_Batch3_Rep2	0.000000
GENE_00202	Control_Batch3_Rep5	0.000000
GENE_00202	Treatment_Batch1_Rep2	1.026905
GENE_00202	Treatment_Batch1_Rep5	2.048884
GENE_00202	Treatment_Batch2_Rep1	1.302681
GENE_00202	Treatment_Batch2_Rep4	3.228113
GENE_00202	Treatment_Batch3_Rep3	1.544805
GENE_00202	Treatment_Batch3_Rep6	0.000000
GENE_00203	Control_Batch1_Rep1	292.779115
GENE_00203	Control_Batch1_Rep4	291.623808
GENE_00203	Control_Batch2_Rep3	284.139684
GENE_00203	Control_Batch2_Rep6	283.946066
GENE_00203	Control_Batch3_Rep2	301.991504
GENE_00203	Control_Batch3_Rep5	335.554011
GENE_00203	Treatment_Batch1_Rep2	149.928065
GENE_00203	Treatment_Batch1_Rep5	150.592990
GENE_00203	Treatment_Batch2_Rep1	149.808333
GENE_00203	Treatment_Batch2_Rep4	157.531926
GENE_00203	Treatment_Batch3_Rep3	135.942826
GENE_00203	Treatment_Batch3_Rep6	177.084416
GENE_00204	Control_Batch1_Rep1	1012.694884
GENE_00204	Control_Batch1_Rep4	1028.728122
GENE_00204	Control_Batch2_Rep3	1003.032068
GENE_00204	Control_Batch2_Rep6	944.359950
GENE_00204	Control_Batch3_Rep2	1139.195674
GENE_00204	Control_Batch3_Rep5	1002.187979
GENE_00204	Treatment_Batch1_Rep2	2074.347198
GENE_00204	Treatment_Batch1_Rep5	2098.057438
GENE_00204	Treatment_Batch2_Rep1	2015.247746
GENE_00204	Treatment_Batch2_Rep4	1970.440322
GENE_00204	Treatment_Batch3_Rep3	2210.615732
GENE_00204	Treatment_Batch3_Rep6	2123.473127
GENE_00205	Control_Batch1_Rep1	95.253479
GENE_00205	Control_Batch1_Rep4	101.565533
GENE_00205	Control_Batch2_Rep3	87.330237
GENE_00205	Control_Batch2_Rep6	93.797914
GENE_00205	Control_Batch3_Rep2	110.630552
GENE_00205	Control_Batch3_Rep5	86.498367
GENE_00205	Treatment_Batch1_Rep2	67.775701
GENE_00205	Treatment_Batch1_Rep5	52.246548
GENE_00205	Treatment_Batch2_Rep1	47.547862
GENE_00205	Treatment_Batch2_Rep4	51.004189
GENE_00205	Treatment_Batch3_Rep3	67.971413
GENE_00205	Treatment_Batch3_Rep6	44.656071
GENE_00206	Control_Batch1_Rep1	2280.067492
GENE_00206	Control_Batch1_Rep4	2287.738492
GENE_00206	Control_Batch2_Rep3	2236.413457
GENE_00206	Control_Batch2_Rep6	2186.065668
GENE_00206	Control_Batch3_Rep2	2362.111766
GENE_00206	Control_Batch3_Rep5	2277.293221
GENE_00206	Treatment_Batch1_Rep2	2342.369287
GENE_00206	Treatment_Batch1_Rep5	2359.290176
GENE_00206	Treatment_Batch2_Rep1	2312.259049
GENE_00206	Treatment_Batch2_Rep4	2227.398136
GENE_00206	Treatment_Batch3_Rep3	2423.798801
GENE_00206	Treatment_Batch3_Rep6	2566.954098
GENE_00207	Control_Batch1_Rep1	338.901852
GENE_00207	Control_Batch1_Rep4	335.870179
GENE_00207	Control_Batch2_Rep3	319.578040
GENE_00207	Control_Batch2_Rep6	289.688795
GENE_00207	Control_Batch3_Rep2	339.366691
GENE_00207	Control_Batch3_Rep5	345.993470
GENE_00207	Treatment_Batch1_Rep2	333.743980
GENE_00207	Treatment_Batch1_Rep5	333.968127
GENE_00207	Treatment_Batch2_Rep1	319.156883
GENE_00207	Treatment_Batch2_Rep4	338.951890
GENE_00207	Treatment_Batch3_Rep3	329.043432
GENE_00207	Treatment_Batch3_Rep6	383.426257
GENE_00208	Control_Batch1_Rep1	279.744428
GENE_00208	Control_Batch1_Rep4	287.601410
GENE_00208	Control_Batch2_Rep3	325.273491
GENE_00208	Control_Batch2_Rep6	273.098688
GENE_00208	Control_Batch3_Rep2	328.901639
GENE_00208	Control_Batch3_Rep5	280.374018
GENE_00208	Treatment_Batch1_Rep2	311.152080
GENE_00208	Treatment_Batch1_Rep5	339.090338
GENE_00208	Treatment_Batch2_Rep1	321.110905
GENE_00208	Treatment_Batch2_Rep4	288.593324
GENE_00208	Treatment_Batch3_Rep3	349.125895
GENE_00208	Treatment_Batch3_Rep6	332.610729
GENE_00209	Control_Batch1_Rep1	72.192111
GENE_00209	Control_Batch1_Rep4	76.425550
GENE_00209	Control_Batch2_Rep3	65.814091
GENE_00209	Control_Batch2_Rep6	86.140941
GENE_00209	Control_Batch3_Rep2	95.680476
GENE_00209	Control_Batch3_Rep5	70.093505
GENE_00209	Treatment_Batch1_Rep2	83.179269
GENE_00209	Treatment_Batch1_Rep5	65.564295
GENE_00209	Treatment_Batch2_Rep1	58.620652
GENE_00209	Treatment_Batch2_Rep4	58.751661
GENE_00209	Treatment_Batch3_Rep3	71.061023
GENE_00209	Treatment_Batch3_Rep6	60.054715
GENE_00210	Control_Batch1_Rep1	9.024014
GENE_00210	Control_Batch1_Rep4	9.050394
GENE_00210	Control_Batch2_Rep3	10.758073
GENE_00210	Control_Batch2_Rep6	13.399702
GENE_00210	Control_Batch3_Rep2	13.455068
GENE_00210	Control_Batch3_Rep5	4.474053
GENE_00210	Treatment_Batch1_Rep2	10.269046
GENE_00210	Treatment_Batch1_Rep5	8.195537
GENE_00210	Treatment_Batch2_Rep1	10.421450
GENE_00210	Treatment_Batch2_Rep4	8.393094
GENE_00210	Treatment_Batch3_Rep3	9.268829
GENE_00210	Treatment_Batch3_Rep6	9.239187
GENE_00211	Control_Batch1_Rep1	224.597677
GENE_00211	Control_Batch1_Rep4	228.271050
GENE_00211	Control_Batch2_Rep3	221.489731
GENE_00211	Control_Batch2_Rep6	190.786233
GENE_00211	Control_Batch3_Rep2	242.191207
GENE_00211	Control_Batch3_Rep5	228.176727
GENE_00211	Treatment_Batch1_Rep2	122.201642
GENE_00211	Treatment_Batch1_Rep5	131.128590
GENE_00211	Treatment_Batch2_Rep1	91.839021
GENE_00211	Treatment_Batch2_Rep4	117.503322
GENE_00211	Treatment_Batch3_Rep3	101.957120
GENE_00211	Treatment_Batch3_Rep6	133.968211
GENE_00212	Control_Batch1_Rep1	666.774354
GENE_00212	Control_Batch1_Rep4	701.908337
GENE_00212	Control_Batch2_Rep3	702.438862
GENE_00212	Control_Batch2_Rep6	664.242370
GENE_00212	Control_Batch3_Rep2	705.643515
GENE_00212	Control_Batch3_Rep5	703.917748
GENE_00212	Treatment_Batch1_Rep2	1431.504948
GENE_00212	Treatment_Batch1_Rep5	1405.534573
GENE_00212	Treatment_Batch2_Rep1	1341.110249
GENE_00212	Treatment_Batch2_Rep4	1293.182164
GENE_00212	Treatment_Batch3_Rep3	1473.743821
GENE_00212	Treatment_Batch3_Rep6	1470.570585
GENE_00213	Control_Batch1_Rep1	3580.528150
GENE_00213	Control_Batch1_Rep4	3479.373706
GENE_00213	Control_Batch2_Rep3	3302.095477
GENE_00213	Control_Batch2_Rep6	3372.896416
GENE_00213	Control_Batch3_Rep2	3677.718319
GENE_00213	Control_Batch3_Rep5	3677.671960
GENE_00213	Treatment_Batch1_Rep2	1848.428197
GENE_00213	Treatment_Batch1_Rep5	1866.533521
GENE_00213	Treatment_Batch2_Rep1	1624.443400
GENE_00213	Treatment_Batch2_Rep4	1642.464016
GENE_00213	Treatment_Batch3_Rep3	1892.385934
GENE_00213	Treatment_Batch3_Rep6	1835.518467
GENE_00214	Control_Batch1_Rep1	73.194779
GENE_00214	Control_Batch1_Rep4	52.291166
GENE_00214	Control_Batch2_Rep3	56.321674
GENE_00214	Control_Batch2_Rep6	55.513051
GENE_00214	Control_Batch3_Rep2	59.800298
GENE_00214	Control_Batch3_Rep5	77.550261
GENE_00214	Treatment_Batch1_Rep2	146.847351
GENE_00214	Treatment_Batch1_Rep5	134.201916
GENE_00214	Treatment_Batch2_Rep1	125.057391
GENE_00214	Treatment_Batch2_Rep4	134.289511
GENE_00214	Treatment_Batch3_Rep3	160.659704
GENE_00214	Treatment_Batch3_Rep6	132.428346
GENE_00215	Control_Batch1_Rep1	14.037355
GENE_00215	Control_Batch1_Rep4	7.039195
GENE_00215	Control_Batch2_Rep3	9.492417
GENE_00215	Control_Batch2_Rep6	15.952027
GENE_00215	Control_Batch3_Rep2	13.455068
GENE_00215	Control_Batch3_Rep5	8.948107
GENE_00215	Treatment_Batch1_Rep2	8.215236
GENE_00215	Treatment_Batch1_Rep5	4.097768
GENE_00215	Treatment_Batch2_Rep1	6.513406
GENE_00215	Treatment_Batch2_Rep4	5.164981
GENE_00215	Treatment_Batch3_Rep3	4.634414
GENE_00215	Treatment_Batch3_Rep6	1.539865
GENE_00216	Control_Batch1_Rep1	10797.733869
GENE_00216	Control_Batch1_Rep4	10851.422446
GENE_00216	Control_Batch2_Rep3	10165.745831
GENE_00216	Control_Batch2_Rep6	10130.812788
GENE_00216	Control_Batch3_Rep2	11088.470232
GENE_00216	Control_Batch3_Rep5	11061.351552
GENE_00216	Treatment_Batch1_Rep2	10919.076119
GENE_00216	Treatment_Batch1_Rep5	10692.102285
GENE_00216	Treatment_Batch2_Rep1	10437.732752
GENE_00216	Treatment_Batch2_Rep4	10300.263727
GENE_00216	Treatment_Batch3_Rep3	11569.043479
GENE_00216	Treatment_Batch3_Rep6	11370.359366
GENE_00217	Control_Batch1_Rep1	22.058700
GENE_00217	Control_Batch1_Rep4	26.145583
GENE_00217	Control_Batch2_Rep3	24.680285
GENE_00217	Control_Batch2_Rep6	21.694756
GENE_00217	Control_Batch3_Rep2	26.910134
GENE_00217	Control_Batch3_Rep5	28.335672
GENE_00217	Treatment_Batch1_Rep2	33.887850
GENE_00217	Treatment_Batch1_Rep5	19.464400
GENE_00217	Treatment_Batch2_Rep1	26.704964
GENE_00217	Treatment_Batch2_Rep4	21.305547
GENE_00217	Treatment_Batch3_Rep3	35.530511
GENE_00217	Treatment_Batch3_Rep6	20.018238
GENE_00218	Control_Batch1_Rep1	400.064613
GENE_00218	Control_Batch1_Rep4	380.116549
GENE_00218	Control_Batch2_Rep3	354.383570
GENE_00218	Control_Batch2_Rep6	382.210547
GENE_00218	Control_Batch3_Rep2	418.602085
GENE_00218	Control_Batch3_Rep5	378.803194
GENE_00218	Treatment_Batch1_Rep2	420.003962
GENE_00218	Treatment_Batch1_Rep5	378.019138
GENE_00218	Treatment_Batch2_Rep1	381.685578
GENE_00218	Treatment_Batch2_Rep4	348.636230
GENE_00218	Treatment_Batch3_Rep3	415.552503
GENE_00218	Treatment_Batch3_Rep6	394.205308
GENE_00219	Control_Batch1_Rep1	5.013341
GENE_00219	Control_Batch1_Rep4	2.011199
