gene_id	sample_id	normalized_count
GENE_00203	Treatment_Batch2_Rep4	165.823080
GENE_00203	Treatment_Batch3_Rep3	129.469358
GENE_00203	Treatment_Batch3_Rep6	168.651825
GENE_00204	Control_Batch1_Rep1	1012.694884
GENE_00204	Control_Batch1_Rep4	1028.728122
GENE_00204	Control_Batch2_Rep3	1055.823230
GENE_00204	Control_Batch2_Rep6	994.063105
GENE_00204	Control_Batch3_Rep2	1084.948261
GENE_00204	Control_Batch3_Rep5	954.464742
GENE_00204	Treatment_Batch1_Rep2	2074.347198
GENE_00204	Treatment_Batch1_Rep5	2098.057438
GENE_00204	Treatment_Batch2_Rep1	2121.313417
GENE_00204	Treatment_Batch2_Rep4	2074.147707
GENE_00204	Treatment_Batch3_Rep3	2105.348316
GENE_00204	Treatment_Batch3_Rep6	2022.355359
GENE_00205	Control_Batch1_Rep1	95.253479
GENE_00205	Control_Batch1_Rep4	101.565533
GENE_00205	Control_Batch2_Rep3	91.926565
GENE_00205	Control_Batch2_Rep6	98.734646
GENE_00205	Control_Batch3_Rep2	105.362430
GENE_00205	Control_Batch3_Rep5	82.379397
GENE_00205	Treatment_Batch1_Rep2	67.775701
GENE_00205	Treatment_Batch1_Rep5	52.246548
GENE_00205	Treatment_Batch2_Rep1	50.050381
GENE_00205	Treatment_Batch2_Rep4	53.688620
GENE_00205	Treatment_Batch3_Rep3	64.734679
GENE_00205	Treatment_Batch3_Rep6	42.529591
GENE_00206	Control_Batch1_Rep1	2280.067492
GENE_00206	Control_Batch1_Rep4	2287.738492
GENE_00206	Control_Batch2_Rep3	2354.119428
GENE_00206	Control_Batch2_Rep6	2301.121756
GENE_00206	Control_Batch3_Rep2	2249.630253
GENE_00206	Control_Batch3_Rep5	2168.850687
GENE_00206	Treatment_Batch1_Rep2	2342.369287
GENE_00206	Treatment_Batch1_Rep5	2359.290176
GENE_00206	Treatment_Batch2_Rep1	2433.956894
GENE_00206	Treatment_Batch2_Rep4	2344.629617
GENE_00206	Treatment_Batch3_Rep3	2308.379810
GENE_00206	Treatment_Batch3_Rep6	2444.718189
GENE_00207	Control_Batch1_Rep1	338.901852
GENE_00207	Control_Batch1_Rep4	335.870179
GENE_00207	Control_Batch2_Rep3	336.397937
GENE_00207	Control_Batch2_Rep6	304.935574
GENE_00207	Control_Batch3_Rep2	323.206372
GENE_00207	Control_Batch3_Rep5	329.517590
GENE_00207	Treatment_Batch1_Rep2	333.743980
GENE_00207	Treatment_Batch1_Rep5	333.968127
GENE_00207	Treatment_Batch2_Rep1	335.954614
GENE_00207	Treatment_Batch2_Rep4	356.791463
GENE_00207	Treatment_Batch3_Rep3	313.374697
GENE_00207	Treatment_Batch3_Rep6	365.167864
GENE_00208	Control_Batch1_Rep1	279.744428
GENE_00208	Control_Batch1_Rep4	287.601410
GENE_00208	Control_Batch2_Rep3	342.393148
GENE_00208	Control_Batch2_Rep6	287.472303
GENE_00208	Control_Batch3_Rep2	313.239656
GENE_00208	Control_Batch3_Rep5	267.022874
GENE_00208	Treatment_Batch1_Rep2	311.152080
GENE_00208	Treatment_Batch1_Rep5	339.090338
GENE_00208	Treatment_Batch2_Rep1	338.011479
GENE_00208	Treatment_Batch2_Rep4	303.782446
GENE_00208	Treatment_Batch3_Rep3	332.500852
GENE_00208	Treatment_Batch3_Rep6	316.772123
GENE_00209	Control_Batch1_Rep1	72.192111
GENE_00209	Control_Batch1_Rep4	76.425550
GENE_00209	Control_Batch2_Rep3	69.277991
GENE_00209	Control_Batch2_Rep6	90.674675
GENE_00209	Control_Batch3_Rep2	91.124263
GENE_00209	Control_Batch3_Rep5	66.755719
GENE_00209	Treatment_Batch1_Rep2	83.179269
GENE_00209	Treatment_Batch1_Rep5	65.564295
GENE_00209	Treatment_Batch2_Rep1	61.705949
GENE_00209	Treatment_Batch2_Rep4	61.843854
GENE_00209	Treatment_Batch3_Rep3	67.677165
GENE_00209	Treatment_Batch3_Rep6	57.194967
GENE_00210	Control_Batch1_Rep1	9.024014
GENE_00210	Control_Batch1_Rep4	9.050394
GENE_00210	Control_Batch2_Rep3	11.324287
GENE_00210	Control_Batch2_Rep6	14.104949
GENE_00210	Control_Batch3_Rep2	12.814350
GENE_00210	Control_Batch3_Rep5	4.261003
GENE_00210	Treatment_Batch1_Rep2	10.269046
GENE_00210	Treatment_Batch1_Rep5	8.195537
GENE_00210	Treatment_Batch2_Rep1	10.969947
GENE_00210	Treatment_Batch2_Rep4	8.834836
GENE_00210	Treatment_Batch3_Rep3	8.827456
GENE_00210	Treatment_Batch3_Rep6	8.799226
GENE_00211	Control_Batch1_Rep1	224.597677
GENE_00211	Control_Batch1_Rep4	228.271050
GENE_00211	Control_Batch2_Rep3	233.147085
GENE_00211	Control_Batch2_Rep6	200.827614
GENE_00211	Control_Batch3_Rep2	230.658292
GENE_00211	Control_Batch3_Rep5	217.311169
GENE_00211	Treatment_Batch1_Rep2	122.201642
GENE_00211	Treatment_Batch1_Rep5	131.128590
GENE_00211	Treatment_Batch2_Rep1	96.672654
GENE_00211	Treatment_Batch2_Rep4	123.687707
GENE_00211	Treatment_Batch3_Rep3	97.102019
GENE_00211	Treatment_Batch3_Rep6	127.588772
GENE_00212	Control_Batch1_Rep1	666.774354
GENE_00212	Control_Batch1_Rep4	701.908337
GENE_00212	Control_Batch2_Rep3	739.409328
GENE_00212	Control_Batch2_Rep6	699.202495
GENE_00212	Control_Batch3_Rep2	672.041443
GENE_00212	Control_Batch3_Rep5	670.397855
GENE_00212	Treatment_Batch1_Rep2	1431.504948
GENE_00212	Treatment_Batch1_Rep5	1405.534573
GENE_00212	Treatment_Batch2_Rep1	1411.694999
GENE_00212	Treatment_Batch2_Rep4	1361.244383
GENE_00212	Treatment_Batch3_Rep3	1403.565544
GENE_00212	Treatment_Batch3_Rep6	1400.543414
GENE_00213	Control_Batch1_Rep1	3580.528150
GENE_00213	Control_Batch1_Rep4	3479.373706
GENE_00213	Control_Batch2_Rep3	3475.889976
GENE_00213	Control_Batch2_Rep6	3550.417280
GENE_00213	Control_Batch3_Rep2	3502.588875
GENE_00213	Control_Batch3_Rep5	3502.544724
GENE_00213	Treatment_Batch1_Rep2	1848.428197
GENE_00213	Treatment_Batch1_Rep5	1866.533521
GENE_00213	Treatment_Batch2_Rep1	1709.940421
GENE_00213	Treatment_Batch2_Rep4	1728.909491
GENE_00213	Treatment_Batch3_Rep3	1802.272318
GENE_00213	Treatment_Batch3_Rep6	1748.112826
GENE_00214	Control_Batch1_Rep1	73.194779
GENE_00214	Control_Batch1_Rep4	52.291166
GENE_00214	Control_Batch2_Rep3	59.285973
GENE_00214	Control_Batch2_Rep6	58.434791
GENE_00214	Control_Batch3_Rep2	56.952665
GENE_00214	Control_Batch3_Rep5	73.857391
GENE_00214	Treatment_Batch1_Rep2	146.847351
GENE_00214	Treatment_Batch1_Rep5	134.201916
GENE_00214	Treatment_Batch2_Rep1	131.639359
GENE_00214	Treatment_Batch2_Rep4	141.357380
GENE_00214	Treatment_Batch3_Rep3	153.009242
GENE_00214	Treatment_Batch3_Rep6	126.122234
GENE_00215	Control_Batch1_Rep1	14.037355
GENE_00215	Control_Batch1_Rep4	7.039195
GENE_00215	Control_Batch2_Rep3	9.992018
GENE_00215	Control_Batch2_Rep6	16.791607
GENE_00215	Control_Batch3_Rep2	12.814350
GENE_00215	Control_Batch3_Rep5	8.522007
GENE_00215	Treatment_Batch1_Rep2	8.215236
GENE_00215	Treatment_Batch1_Rep5	4.097768
GENE_00215	Treatment_Batch2_Rep1	6.856217
GENE_00215	Treatment_Batch2_Rep4	5.436822
GENE_00215	Treatment_Batch3_Rep3	4.413728
GENE_00215	Treatment_Batch3_Rep6	1.466538
GENE_00216	Control_Batch1_Rep1	10797.733869
GENE_00216	Control_Batch1_Rep4	10851.422446
GENE_00216	Control_Batch2_Rep3	10700.785085
GENE_00216	Control_Batch2_Rep6	10664.013461
GENE_00216	Control_Batch3_Rep2	10560.447840
GENE_00216	Control_Batch3_Rep5	10534.620526
GENE_00216	Treatment_Batch1_Rep2	10919.076119
GENE_00216	Treatment_Batch1_Rep5	10692.102285
GENE_00216	Treatment_Batch2_Rep1	10987.087107
GENE_00216	Treatment_Batch2_Rep4	10842.382871
GENE_00216	Treatment_Batch3_Rep3	11018.136647
GENE_00216	Treatment_Batch3_Rep6	10828.913682
GENE_00217	Control_Batch1_Rep1	22.058700
GENE_00217	Control_Batch1_Rep4	26.145583
GENE_00217	Control_Batch2_Rep3	25.979247
GENE_00217	Control_Batch2_Rep6	22.836585
GENE_00217	Control_Batch3_Rep2	25.628699
GENE_00217	Control_Batch3_Rep5	26.986354
GENE_00217	Treatment_Batch1_Rep2	33.887850
GENE_00217	Treatment_Batch1_Rep5	19.464400
GENE_00217	Treatment_Batch2_Rep1	28.110488
GENE_00217	Treatment_Batch2_Rep4	22.426892
GENE_00217	Treatment_Batch3_Rep3	33.838582
GENE_00217	Treatment_Batch3_Rep6	19.064989
GENE_00218	Control_Batch1_Rep1	400.064613
GENE_00218	Control_Batch1_Rep4	380.116549
GENE_00218	Control_Batch2_Rep3	373.035337
GENE_00218	Control_Batch2_Rep6	402.326892
GENE_00218	Control_Batch3_Rep2	398.668652
GENE_00218	Control_Batch3_Rep5	360.764947
GENE_00218	Treatment_Batch1_Rep2	420.003962
GENE_00218	Treatment_Batch1_Rep5	378.019138
GENE_00218	Treatment_Batch2_Rep1	401.774293
GENE_00218	Treatment_Batch2_Rep4	366.985505
GENE_00218	Treatment_Batch3_Rep3	395.764289
GENE_00218	Treatment_Batch3_Rep6	375.433627
GENE_00219	Control_Batch1_Rep1	5.013341
GENE_00219	Control_Batch1_Rep4	2.011199
GENE_00219	Control_Batch2_Rep3	5.995211
GENE_00219	Control_Batch2_Rep6	6.044978
GENE_00219	Control_Batch3_Rep2	4.271450
GENE_00219	Control_Batch3_Rep5	5.681338
GENE_00219	Treatment_Batch1_Rep2	4.107618
GENE_00219	Treatment_Batch1_Rep5	2.048884
GENE_00219	Treatment_Batch2_Rep1	6.170595
GENE_00219	Treatment_Batch2_Rep4	4.757220
GENE_00219	Treatment_Batch3_Rep3	5.884971
GENE_00219	Treatment_Batch3_Rep6	1.466538
GENE_00220	Control_Batch1_Rep1	2136.685939
GENE_00220	Control_Batch1_Rep4	2077.568230
GENE_00220	Control_Batch2_Rep3	2120.972342
GENE_00220	Control_Batch2_Rep6	2154.698947
GENE_00220	Control_Batch3_Rep2	2036.057761
GENE_00220	Control_Batch3_Rep5	2006.932561
GENE_00220	Treatment_Batch1_Rep2	2180.118367
GENE_00220	Treatment_Batch1_Rep5	2207.672743
GENE_00220	Treatment_Batch2_Rep1	2160.393852
GENE_00220	Treatment_Batch2_Rep4	2191.718990
GENE_00220	Treatment_Batch3_Rep3	2277.483713
GENE_00220	Treatment_Batch3_Rep6	2158.743356
GENE_00221	Control_Batch1_Rep1	361.963221
GENE_00221	Control_Batch1_Rep4	430.396516
GENE_00221	Control_Batch2_Rep3	391.687103
GENE_00221	Control_Batch2_Rep6	405.685213
GENE_00221	Control_Batch3_Rep2	392.973386
GENE_00221	Control_Batch3_Rep5	394.852974
GENE_00221	Treatment_Batch1_Rep2	208.461624
GENE_00221	Treatment_Batch1_Rep5	196.692885
GENE_00221	Treatment_Batch2_Rep1	202.944011
GENE_00221	Treatment_Batch2_Rep4	194.366397
GENE_00221	Treatment_Batch3_Rep3	228.042620
GENE_00221	Treatment_Batch3_Rep6	241.978705
GENE_00222	Control_Batch1_Rep1	675.798368
GENE_00222	Control_Batch1_Rep4	653.639569
GENE_00222	Control_Batch2_Rep3	675.460413
GENE_00222	Control_Batch2_Rep6	676.365910
GENE_00222	Control_Batch3_Rep2	639.293661
GENE_00222	Control_Batch3_Rep5	670.397855
GENE_00222	Treatment_Batch1_Rep2	1406.859238
GENE_00222	Treatment_Batch1_Rep5	1364.556888
GENE_00222	Treatment_Batch2_Rep1	1400.039430
GENE_00222	Treatment_Batch2_Rep4	1348.331930
GENE_00222	Treatment_Batch3_Rep3	1385.910632
GENE_00222	Treatment_Batch3_Rep6	1347.748060
GENE_00223	Control_Batch1_Rep1	6190.473480
GENE_00223	Control_Batch1_Rep4	6141.195152
GENE_00223	Control_Batch2_Rep3	6095.130947
GENE_00223	Control_Batch2_Rep6	6085.278198
GENE_00223	Control_Batch3_Rep2	6007.082303
GENE_00223	Control_Batch3_Rep5	6000.913000
GENE_00223	Treatment_Batch1_Rep2	3210.103635
GENE_00223	Treatment_Batch1_Rep5	3166.550557
GENE_00223	Treatment_Batch2_Rep1	2977.654871
GENE_00223	Treatment_Batch2_Rep4	3049.377707
GENE_00223	Treatment_Batch3_Rep3	3088.138446
GENE_00223	Treatment_Batch3_Rep6	3107.593187
GENE_00224	Control_Batch1_Rep1	72.192111
GENE_00224	Control_Batch1_Rep4	89.498341
GENE_00224	Control_Batch2_Rep3	83.932951
GENE_00224	Control_Batch2_Rep6	92.689668
GENE_00224	Control_Batch3_Rep2	69.767014
GENE_00224	Control_Batch3_Rep5	103.684414
GENE_00224	Treatment_Batch1_Rep2	182.789011
GENE_00224	Treatment_Batch1_Rep5	170.057390
GENE_00224	Treatment_Batch2_Rep1	177.576010
GENE_00224	Treatment_Batch2_Rep4	156.988244
GENE_00224	Treatment_Batch3_Rep3	178.020368
GENE_00224	Treatment_Batch3_Rep6	175.984513
GENE_00225	Control_Batch1_Rep1	634.688972
GENE_00225	Control_Batch1_Rep4	576.208420
GENE_00225	Control_Batch2_Rep3	560.219139
GENE_00225	Control_Batch2_Rep6	551.436358
GENE_00225	Control_Batch3_Rep2	552.440847
GENE_00225	Control_Batch3_Rep5	548.249093
GENE_00225	Treatment_Batch1_Rep2	304.990652
GENE_00225	Treatment_Batch1_Rep5	279.672696
GENE_00225	Treatment_Batch2_Rep1	290.703584
GENE_00225	Treatment_Batch2_Rep4	292.229199
GENE_00225	Treatment_Batch3_Rep3	266.294930
GENE_00225	Treatment_Batch3_Rep6	296.240596
GENE_00226	Control_Batch1_Rep1	16.042691
GENE_00226	Control_Batch1_Rep4	18.100788
GENE_00226	Control_Batch2_Rep3	11.990422
GENE_00226	Control_Batch2_Rep6	15.448278
GENE_00226	Control_Batch3_Rep2	22.781066
GENE_00226	Control_Batch3_Rep5	12.783010
GENE_00226	Treatment_Batch1_Rep2	13.349759
GENE_00226	Treatment_Batch1_Rep5	10.244421
GENE_00226	Treatment_Batch2_Rep1	13.712433
GENE_00226	Treatment_Batch2_Rep4	19.028878
GENE_00226	Treatment_Batch3_Rep3	7.356214
GENE_00226	Treatment_Batch3_Rep6	17.598451
GENE_00227	Control_Batch1_Rep1	12.032018
GENE_00227	Control_Batch1_Rep4	13.072791
GENE_00227	Control_Batch2_Rep3	8.659749
GENE_00227	Control_Batch2_Rep6	6.716643
GENE_00227	Control_Batch3_Rep2	5.695266
GENE_00227	Control_Batch3_Rep5	7.101672
GENE_00227	Treatment_Batch1_Rep2	11.295950
GENE_00227	Treatment_Batch1_Rep5	10.244421
GENE_00227	Treatment_Batch2_Rep1	13.026812
GENE_00227	Treatment_Batch2_Rep4	5.436822
GENE_00227	Treatment_Batch3_Rep3	7.356214
GENE_00227	Treatment_Batch3_Rep6	10.265763
GENE_00228	Control_Batch1_Rep1	48.128074
GENE_00228	Control_Batch1_Rep4	49.274368
GENE_00228	Control_Batch2_Rep3	59.285973
GENE_00228	Control_Batch2_Rep6	57.091462
GENE_00228	Control_Batch3_Rep2	65.495564
GENE_00228	Control_Batch3_Rep5	62.494715
GENE_00228	Treatment_Batch1_Rep2	74.964032
GENE_00228	Treatment_Batch1_Rep5	47.124337
GENE_00228	Treatment_Batch2_Rep1	63.762814
GENE_00228	Treatment_Batch2_Rep4	58.445840
GENE_00228	Treatment_Batch3_Rep3	61.792194
GENE_00228	Treatment_Batch3_Rep6	73.326880
GENE_00229	Control_Batch1_Rep1	557.483520
GENE_00229	Control_Batch1_Rep4	589.281212
GENE_00229	Control_Batch2_Rep3	586.198386
GENE_00229	Control_Batch2_Rep6	599.124520
GENE_00229	Control_Batch3_Rep2	632.174577
GENE_00229	Control_Batch3_Rep5	600.801467
GENE_00229	Treatment_Batch1_Rep2	613.062019
GENE_00229	Treatment_Batch1_Rep5	576.760907
GENE_00229	Treatment_Batch2_Rep1	606.089548
GENE_00229	Treatment_Batch2_Rep4	576.303164
GENE_00229	Treatment_Batch3_Rep3	595.853297
GENE_00229	Treatment_Batch3_Rep6	607.146569
GENE_00230	Control_Batch1_Rep1	2.005336
GENE_00230	Control_Batch1_Rep4	4.022397
GENE_00230	Control_Batch2_Rep3	2.664538
GENE_00230	Control_Batch2_Rep6	0.000000
GENE_00230	Control_Batch3_Rep2	1.423817
GENE_00230	Control_Batch3_Rep5	0.000000
GENE_00230	Treatment_Batch1_Rep2	2.053809
GENE_00230	Treatment_Batch1_Rep5	2.048884
GENE_00230	Treatment_Batch2_Rep1	1.371243
GENE_00230	Treatment_Batch2_Rep4	4.077617
GENE_00230	Treatment_Batch3_Rep3	2.942485
GENE_00230	Treatment_Batch3_Rep6	1.466538
GENE_00231	Control_Batch1_Rep1	5.013341
GENE_00231	Control_Batch1_Rep4	5.027997
GENE_00231	Control_Batch2_Rep3	9.325883
GENE_00231	Control_Batch2_Rep6	4.029986
GENE_00231	Control_Batch3_Rep2	7.119083
GENE_00231	Control_Batch3_Rep5	9.942341
GENE_00231	Treatment_Batch1_Rep2	2.053809
GENE_00231	Treatment_Batch1_Rep5	4.097768
GENE_00231	Treatment_Batch2_Rep1	0.685622
GENE_00231	Treatment_Batch2_Rep4	3.398014
GENE_00231	Treatment_Batch3_Rep3	2.942485
GENE_00231	Treatment_Batch3_Rep6	1.466538
GENE_00232	Control_Batch1_Rep1	62.165429
GENE_00232	Control_Batch1_Rep4	64.358358
GENE_00232	Control_Batch2_Rep3	55.289166
GENE_00232	Control_Batch2_Rep6	57.763126
GENE_00232	Control_Batch3_Rep2	79.733730
GENE_00232	Control_Batch3_Rep5	72.437056
GENE_00232	Treatment_Batch1_Rep2	151.981874
GENE_00232	Treatment_Batch1_Rep5	134.201916
GENE_00232	Treatment_Batch2_Rep1	152.893630
GENE_00232	Treatment_Batch2_Rep4	117.571282
GENE_00232	Treatment_Batch3_Rep3	127.998116
GENE_00232	Treatment_Batch3_Rep6	105.590708
GENE_00233	Control_Batch1_Rep1	400.064613
GENE_00233	Control_Batch1_Rep4	429.390917
GENE_00233	Control_Batch2_Rep3	420.330888
GENE_00233	Control_Batch2_Rep6	425.163477
GENE_00233	Control_Batch3_Rep2	428.568801
GENE_00233	Control_Batch3_Rep5	386.330967
GENE_00233	Treatment_Batch1_Rep2	218.730670
GENE_00233	Treatment_Batch1_Rep5	186.448464
GENE_00233	Treatment_Batch2_Rep1	215.285201
GENE_00233	Treatment_Batch2_Rep4	226.307728
GENE_00233	Treatment_Batch3_Rep3	207.445222
GENE_00233	Treatment_Batch3_Rep6	217.047566
GENE_00234	Control_Batch1_Rep1	33.088051
GENE_00234	Control_Batch1_Rep4	45.251970
GENE_00234	Control_Batch2_Rep3	34.638996
GENE_00234	Control_Batch2_Rep6	29.553227
GENE_00234	Control_Batch3_Rep2	38.443049
GENE_00234	Control_Batch3_Rep5	28.406689
GENE_00234	Treatment_Batch1_Rep2	66.748796
GENE_00234	Treatment_Batch1_Rep5	74.784274
GENE_00234	Treatment_Batch2_Rep1	76.104004
GENE_00234	Treatment_Batch2_Rep4	72.717498
GENE_00234	Treatment_Batch3_Rep3	70.619650
GENE_00234	Treatment_Batch3_Rep6	63.061117
GENE_00235	Control_Batch1_Rep1	27.072041
GENE_00235	Control_Batch1_Rep4	36.201576
GENE_00235	Control_Batch2_Rep3	35.305130
GENE_00235	Control_Batch2_Rep6	28.209899
GENE_00235	Control_Batch3_Rep2	19.933433
GENE_00235	Control_Batch3_Rep5	39.769364
GENE_00235	Treatment_Batch1_Rep2	17.457377
GENE_00235	Treatment_Batch1_Rep5	15.366632
GENE_00235	Treatment_Batch2_Rep1	22.625515
GENE_00235	Treatment_Batch2_Rep4	16.990070
GENE_00235	Treatment_Batch3_Rep3	27.953611
GENE_00235	Treatment_Batch3_Rep6	16.131914
GENE_00236	Control_Batch1_Rep1	86.229465
GENE_00236	Control_Batch1_Rep4	77.431149
GENE_00236	Control_Batch2_Rep3	73.274798
GENE_00236	Control_Batch2_Rep6	73.211404
GENE_00236	Control_Batch3_Rep2	79.733730
GENE_00236	Control_Batch3_Rep5	79.538729
GENE_00236	Treatment_Batch1_Rep2	88.313792
GENE_00236	Treatment_Batch1_Rep5	70.686505
GENE_00236	Treatment_Batch2_Rep1	75.418383
GENE_00236	Treatment_Batch2_Rep4	76.115512
GENE_00236	Treatment_Batch3_Rep3	75.033378
GENE_00236	Treatment_Batch3_Rep6	67.460730
GENE_00237	Control_Batch1_Rep1	4.010673
GENE_00237	Control_Batch1_Rep4	7.039195
GENE_00237	Control_Batch2_Rep3	6.661345
GENE_00237	Control_Batch2_Rep6	6.044978
GENE_00237	Control_Batch3_Rep2	9.966716
GENE_00237	Control_Batch3_Rep5	7.101672
GENE_00237	Treatment_Batch1_Rep2	6.161427
GENE_00237	Treatment_Batch1_Rep5	7.171095
GENE_00237	Treatment_Batch2_Rep1	10.969947
GENE_00237	Treatment_Batch2_Rep4	10.194042
GENE_00237	Treatment_Batch3_Rep3	10.298699
GENE_00237	Treatment_Batch3_Rep6	10.265763
GENE_00238	Control_Batch1_Rep1	1103.937691
GENE_00238	Control_Batch1_Rep4	1176.551224
GENE_00238	Control_Batch2_Rep3	1115.775337
GENE_00238	Control_Batch2_Rep6	1140.485914
GENE_00238	Control_Batch3_Rep2	1140.477109
GENE_00238	Control_Batch3_Rep5	1143.369223
GENE_00238	Treatment_Batch1_Rep2	1192.236187
GENE_00238	Treatment_Batch1_Rep5	1212.939456
GENE_00238	Treatment_Batch2_Rep1	1186.811094
GENE_00238	Treatment_Batch2_Rep4	1113.868969
GENE_00238	Treatment_Batch3_Rep3	1129.914400
GENE_00238	Treatment_Batch3_Rep6	1173.230085
GENE_00239	Control_Batch1_Rep1	132.352203
GENE_00239	Control_Batch1_Rep4	137.767109
GENE_00239	Control_Batch2_Rep3	118.571946
GENE_00239	Control_Batch2_Rep6	122.914560
GENE_00239	Control_Batch3_Rep2	136.686395
GENE_00239	Control_Batch3_Rep5	142.033444
GENE_00239	Treatment_Batch1_Rep2	137.605210
GENE_00239	Treatment_Batch1_Rep5	119.859727
GENE_00239	Treatment_Batch2_Rep1	145.351792
GENE_00239	Treatment_Batch2_Rep4	128.444927
GENE_00239	Treatment_Batch3_Rep3	117.699417
GENE_00239	Treatment_Batch3_Rep6	120.256084
GENE_00240	Control_Batch1_Rep1	59.157424
GENE_00240	Control_Batch1_Rep4	58.324762
GENE_00240	Control_Batch2_Rep3	57.287570
GENE_00240	Control_Batch2_Rep6	69.181419
GENE_00240	Control_Batch3_Rep2	64.071748
GENE_00240	Control_Batch3_Rep5	66.755719
GENE_00240	Treatment_Batch1_Rep2	74.964032
GENE_00240	Treatment_Batch1_Rep5	63.515411
GENE_00240	Treatment_Batch2_Rep1	51.421625
GENE_00240	Treatment_Batch2_Rep4	55.047826
GENE_00240	Treatment_Batch3_Rep3	54.435980
GENE_00240	Treatment_Batch3_Rep6	71.860343
GENE_00241	Control_Batch1_Rep1	9.024014
GENE_00241	Control_Batch1_Rep4	7.039195
GENE_00241	Control_Batch2_Rep3	10.658152
GENE_00241	Control_Batch2_Rep6	8.059971
GENE_00241	Control_Batch3_Rep2	5.695266
GENE_00241	Control_Batch3_Rep5	8.522007
GENE_00241	Treatment_Batch1_Rep2	3.080714
GENE_00241	Treatment_Batch1_Rep5	5.122211
GENE_00241	Treatment_Batch2_Rep1	4.799352
GENE_00241	Treatment_Batch2_Rep4	5.436822
GENE_00241	Treatment_Batch3_Rep3	2.942485
GENE_00241	Treatment_Batch3_Rep6	4.399613
GENE_00242	Control_Batch1_Rep1	50.133410
GENE_00242	Control_Batch1_Rep4	52.291166
GENE_00242	Control_Batch2_Rep3	62.616646
GENE_00242	Control_Batch2_Rep6	61.121448
GENE_00242	Control_Batch3_Rep2	59.800298
GENE_00242	Control_Batch3_Rep5	58.233712
GENE_00242	Treatment_Batch1_Rep2	118.094024
GENE_00242	Treatment_Batch1_Rep5	121.908611
GENE_00242	Treatment_Batch2_Rep1	120.669412
GENE_00242	Treatment_Batch2_Rep4	110.095652
GENE_00242	Treatment_Batch3_Rep3	125.055630
GENE_00242	Treatment_Batch3_Rep6	107.057245
GENE_00243	Control_Batch1_Rep1	298.795124
GENE_00243	Control_Batch1_Rep4	292.629407
GENE_00243	Control_Batch2_Rep3	299.094404
GENE_00243	Control_Batch2_Rep6	302.248917
GENE_00243	Control_Batch3_Rep2	290.458590
GENE_00243	Control_Batch3_Rep5	346.561603
GENE_00243	Treatment_Batch1_Rep2	164.304729
GENE_00243	Treatment_Batch1_Rep5	142.397453
GENE_00243	Treatment_Batch2_Rep1	136.438710
GENE_00243	Treatment_Batch2_Rep4	165.823080
GENE_00243	Treatment_Batch3_Rep3	183.905339
GENE_00243	Treatment_Batch3_Rep6	136.387997
GENE_00244	Control_Batch1_Rep1	174.464267
GENE_00244	Control_Batch1_Rep4	167.935089
GENE_00244	Control_Batch2_Rep3	185.185399
GENE_00244	Control_Batch2_Rep6	163.214415
GENE_00244	Control_Batch3_Rep2	183.672343
GENE_00244	Control_Batch3_Rep5	149.135116
GENE_00244	Treatment_Batch1_Rep2	340.932312
GENE_00244	Treatment_Batch1_Rep5	336.017012
GENE_00244	Treatment_Batch2_Rep1	353.780777
GENE_00244	Treatment_Batch2_Rep4	367.665108
GENE_00244	Treatment_Batch3_Rep3	347.213279
GENE_00244	Treatment_Batch3_Rep6	404.764379
GENE_00245	Control_Batch1_Rep1	896.385373
GENE_00245	Control_Batch1_Rep4	896.994609
GENE_00245	Control_Batch2_Rep3	854.650602
GENE_00245	Control_Batch2_Rep6	928.911672
GENE_00245	Control_Batch3_Rep2	879.918669
GENE_00245	Control_Batch3_Rep5	823.793974
GENE_00245	Treatment_Batch1_Rep2	449.784194
GENE_00245	Treatment_Batch1_Rep5	437.436780
GENE_00245	Treatment_Batch2_Rep1	447.710944
GENE_00245	Treatment_Batch2_Rep4	446.499031
GENE_00245	Treatment_Batch3_Rep3	457.556482
GENE_00245	Treatment_Batch3_Rep6	467.825496
GENE_00246	Control_Batch1_Rep1	77.205452
GENE_00246	Control_Batch1_Rep4	65.363957
GENE_00246	Control_Batch2_Rep3	87.929758
GENE_00246	Control_Batch2_Rep6	78.584718
GENE_00246	Control_Batch3_Rep2	84.005180
GENE_00246	Control_Batch3_Rep5	75.277725
GENE_00246	Treatment_Batch1_Rep2	69.829510
GENE_00246	Treatment_Batch1_Rep5	80.930927
GENE_00246	Treatment_Batch2_Rep1	75.418383
GENE_00246	Treatment_Batch2_Rep4	79.513526
GENE_00246	Treatment_Batch3_Rep3	80.918349
GENE_00246	Treatment_Batch3_Rep6	89.458794
GENE_00247	Control_Batch1_Rep1	393.045935
GENE_00247	Control_Batch1_Rep4	408.273331
GENE_00247	Control_Batch2_Rep3	444.977866
GENE_00247	Control_Batch2_Rep6	394.266921
GENE_00247	Control_Batch3_Rep2	391.549569
GENE_00247	Control_Batch3_Rep5	355.083609
GENE_00247	Treatment_Batch1_Rep2	397.412062
GENE_00247	Treatment_Batch1_Rep5	383.141349
GENE_00247	Treatment_Batch2_Rep1	388.747481
GENE_00247	Treatment_Batch2_Rep4	404.363659
GENE_00247	Treatment_Batch3_Rep3	401.649260
GENE_00247	Treatment_Batch3_Rep6	356.368638
GENE_00248	Control_Batch1_Rep1	33.088051
GENE_00248	Control_Batch1_Rep4	25.139983
GENE_00248	Control_Batch2_Rep3	36.637399
